Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Polaris work item link),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Atlassian Project),Custom field (Atlassian project),Custom field (Atlassian project status),Custom field (Comments),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Design file),Custom field (Designs ready),Custom field (Development),Custom field (Documents),Custom field (Effort),Custom field (Goals),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Idea short description),Custom field (Impact),Custom field (Insights),Custom field (Issue color),Custom field (Linked items),Custom field (Project start),Custom field (Project target),Custom field (Rank),Custom field (Roadmap),Custom field (Score),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (State),Custom field (Story Points),Custom field (Story point estimate),Team Id,Team Name,Custom field (Vulnerability),Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
"CP - Android - Implement persistent device identifier for ""Remember this device""",HED-1288,27384,Task,READY FOR DEPLOYMENT,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,22/Jul/26 8:15 AM,22/Jul/26 2:54 PM,22/Jul/26 11:05 AM,,22/Jul/26 12:00 AM,0,android,cordobaPortal,,,,,"*Description*
Implement the generation, persistence, and transmission of a stable device identifier ({{X-Device-Id}}) in Cordoba Portal Android. Although the *""Remember this device""* option is currently sent correctly to the backend through the {{rememberMe}} flag, the application does not provide a persistent device identifier, preventing the backend from recognizing previously trusted devices.

*Acceptance Criteria*

* -Device identifier persisted across application sessions-
* -OTP challenge skipped for trusted devices according to backend rules-
* -Implementation validated across login and profile MFA-

*Deliverables* 

!image-20260722-153305.png|width=419,alt=""image-20260722-153305.png""!",,Handersson Felipe Pacheco Espitia,,,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,,,;22/Jul/26 10:38 AM;ug:04481c67-b159-4c65-b805-5cb6878e1ff4;10800,,,,,,,10800,0,10800,100%,10800,0,10800,,,,,,,,,,22/Jul/26 10:33 AM;ug:04481c67-b159-4c65-b805-5cb6878e1ff4;image-20260722-153305.png;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/18016,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2026-07-22T13:17:21.000-0500"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""oAuth-com.github.integration.production"":{""count"":1,""name"":""GitHub""},""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,0|i00h75:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,22/Jul/26 12:00 AM,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",2.0,caa835a9-2c66-48c6-9227-d59ff7286b9c,Dev,,,,,,27172,HED-1088,CP - ANDROID - Project Stabilization & Technical Alignment,In Progress,22/Jul/26 8:56 AM
CP - Android - Implement pull-to-refresh across application screens,HED-1287,27383,Task,IN REVIEW / QA,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,Handersson Felipe Pacheco Espitia,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,22/Jul/26 8:12 AM,22/Jul/26 9:01 AM,,,22/Jul/26 12:00 AM,0,android,cordobaPortal,,,,,"*Description*
Implement a *pull-to-refresh* mechanism to allow users to manually reload data on supported screens using a swipe-down gesture. The feature should refresh the current view by re-executing the corresponding data requests while providing appropriate loading feedback.

*Acceptance Criteria*

* -Pull-to-refresh available on all applicable data-driven screens-
* -Swipe-down gesture triggers the corresponding data reload-
* -Refresh indicator displayed while data is being fetched-
* -Existing loading, empty, and error states remain functional-

*Deliverables*

!Screen Recording 2026-07-22 at 09.00.14.mov|width=320,alt=""Screen Recording 2026-07-22 at 09.00.14.mov""!",,Handersson Felipe Pacheco Espitia,,,712020:bba04ff1-46ba-4373-b0a0-5581ead637b3,,,;22/Jul/26 8:57 AM;ug:04481c67-b159-4c65-b805-5cb6878e1ff4;25200,,,,,,,28800,3600,25200,87%,28800,3600,25200,,,,,,,,,,22/Jul/26 9:01 AM;ug:04481c67-b159-4c65-b805-5cb6878e1ff4;Screen Recording 2026-07-22 at 09.00.14.mov;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/18013,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2026-07-22T10:36:42.000-0500"",""stateCount"":2,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""oAuth-com.github.integration.production"":{""count"":1,""name"":""GitHub""},""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,0|i00h77:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,21/Jul/26 12:00 AM,,"L (5) -> Characteristics:  Larger work item with multiple touchpoints.  Requires planning and careful testing. Examples: A new module, integrating an external API, partial refactoring of a component. // 1 full day",5.0,caa835a9-2c66-48c6-9227-d59ff7286b9c,Dev,,,,,,27172,HED-1088,CP - ANDROID - Project Stabilization & Technical Alignment,In Progress,22/Jul/26 8:55 AM
CP - iOS - Check current unit testing implementation,HED-1302,27402,Task,To Do,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,22/Jul/26 11:29 AM,22/Jul/26 4:19 PM,22/Jul/26 11:29 AM,,,0,,,,,,,Check current ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00h93:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",2.0,,,,,,,,,,,To Do,22/Jul/26 4:19 PM
CP - IOS - Implement Pulse proof of concept for iOS network debugging,HED-1307,27412,Task,In Progress,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,22/Jul/26 4:19 PM,22/Jul/26 4:24 PM,,,22/Jul/26 12:00 AM,0,cordobaPortal,debug,ios,,,,"*Description*
Implement a small demo using *Pulse* to evaluate its potential as an in-app debugging tool for iOS, mainly for inspecting network requests and responses. The goal is to understand how Pulse works, validate its integration effort, and assess its usefulness for debugging the CreditorX iOS application.

*Acceptance Criteria*

* Pulse integrated into a demo iOS project
* Network requests and responses captured and displayed in Pulse
* Basic request details, headers, payloads, and errors reviewed
* Findings, limitations, and potential next steps documented

*Deliverables*",,Nicolás Díaz,,,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00h9f:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,22/Jul/26 12:00 AM,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",2.0,,,,,,,,27413,HED-1308,CP - IOS - Network Debug Observability,In Progress,22/Jul/26 4:19 PM
CX - Test 'is your first login?' on physical iPhone,HED-1304,27408,Task,IN REVIEW / QA,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,22/Jul/26 12:26 PM,22/Jul/26 2:40 PM,,,22/Jul/26 12:00 AM,0,creditorx,xcode,,,,,"*Description*
Work with Diana to review the CreditorX iOS application on a personal iPhone and investigate the issue where the *""Is your first login?""* button is not working on the login screen.

The goal is to properly configure the iPhone and application setup, validate whether the issue can be reproduced following the scenarios reported by users, and identify the root cause if possible.

*Acceptance Criteria*

* -iPhone configured to run the CreditorX application correctly-
* -Login flow reviewed on a physical device-
* -""Is your first login?"" issue reproduced or ruled out-
* -Reported user scenarios tested and validated-
* -Findings documented and shared with the team-
* Root cause identified if sufficient evidence is available

*Deliverables*

h3. *Findings*

* Some configuration issues were encountered while setting up and running the CreditorX application on the physical device, mainly related to Xcode certificates and signing configuration.
* After resolving the setup issues, the reported *“Is your first login?”* problem could not be reproduced on an *iPhone 14 Pro*, as the view and navigation worked correctly on this device.
* However, an additional UI issue was identified in the first screen of the registration flow. When the device is using dark mode, one of the components appears to behave like an editable input. Tapping the text opens the keyboard and allows the content to be modified, as shown in the attached video.

[^ScreenRecording_07-22-2026 14-34-14_1.mov]

[^ScreenRecording_07-22-2026 14-35-22_1.mov]",,Nicolás Díaz,,,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,,,;22/Jul/26 2:33 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;4800,,,,,,,,0,4800,,,0,4800,,,,,HED-1032,,,,,22/Jul/26 2:37 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;ScreenRecording_07-22-2026 14-34-14_1.mov;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/18017,22/Jul/26 2:37 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;ScreenRecording_07-22-2026 14-35-22_1.mov;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/18018,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00h8v:,,,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,12/Jun/26 12:00 AM,,"XS (1) ->  Characteristics:  Ultra-light task with zero complexity.  No dependencies.  Minimal risk; quick win. Examples: Text adjustments, minor UI tweaks, fixing a trivial bug // Up to 1-2 hour",1.0,,,,,,,,,,,In Progress,22/Jul/26 12:26 PM
"CP - WEB/IOS - Password change: ""Incorrect Current Password"" error not localized",HED-1301,27400,Bug,To Do,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,22/Jul/26 10:17 AM,22/Jul/26 3:27 PM,,,22/Jul/26 12:00 AM,0,cordobaPortal,frontend,ios,web,,,"*Description*

When changing the password in Profile and the entered current password is incorrect, the error message is shown in English (""Incorrect Current Password"" / ""Current password is incorrect"") regardless of the app's active language, instead of showing the corresponding translated message. Affects both the web portal and the iOS app.

*Steps to reproduce*: Profile → change password → enter an incorrect current password → Continue (with the app set to Spanish).

!image (5).png|width=239,alt=""image (5).png""!

!image (6).png|width=237,alt=""image (6).png""!

*Acceptance Criteria*

* Web: the error message is shown in the correct language according to the app's active locale, matching the translation already defined in the dictionaries.
* iOS: the error message is shown in the correct language according to the app's active locale, matching the translation already defined in {{Localizable.xcstrings}}.
* Verified with the app set to both English and Spanish, on both platforms.

*Deliverables*",,Nicolás Díaz,,,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,,,,,,,,,,,,,,,,,,,,,,,,,,22/Jul/26 10:28 AM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;image (5).png;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/18015,22/Jul/26 10:27 AM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;image (6).png;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/18014,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00h8z:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,22/Jul/26 12:00 AM,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",2.0,,,,,,,,,,,To Do,22/Jul/26 3:27 PM
"CP - WEB - OTP screen shows ""phone number"" text when 2FA is by email",HED-1283,27378,Bug,READY FOR DEPLOYMENT,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,21/Jul/26 11:36 AM,22/Jul/26 1:19 PM,22/Jul/26 11:23 AM,,21/Jul/26 12:00 AM,0,cordobaPortal,frontend,web,,,,"*Description*

When editing the email in Profile → Personal Information (and potentially in other OTP flows: login, password, address, enable phone 2FA), the OTP confirmation screen (""Enter Your One-Time Password"") displays the phone-number wording instead of the email wording: _""Please enter the 6-digit code sent to your phone number {email}""_, showing the user's email address labeled as a phone number.

Steps to reproduce: Profile → Personal Information → edit email → enter the new email twice → Continue.

!image-20260721-164029.png|width=506,alt=""image-20260721-164029.png""!

*Acceptance Criteria*

* -The OTP screen shows the correct copy (""sent to your email address"") whenever 2FA is by email, across all flows that use this component (login, forgot password, onboarding, and all 4 profile modals: email, password, address, enable phone).-
* -Verified against the actual value returned by the backend, not an assumed casing.-

*Deliverables*

[https://github.com/cordoba-tech/cordoba-consumer-portal-frontend/pull/194|https://github.com/cordoba-tech/cordoba-consumer-portal-frontend/pull/194|smart-link] 

!image-20260721-164324.png|width=506,alt=""image-20260721-164324.png""!",,Nicolás Díaz,,,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,,,;21/Jul/26 12:00 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;7200,,,,,,,,0,7200,,,0,7200,,,,,,,,,,21/Jul/26 11:41 AM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;image-20260721-164029.png;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/18010,21/Jul/26 12:00 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;image-20260721-164324.png;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/18011,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2026-07-22T13:18:47.000-0500"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""oAuth-com.github.integration.production"":{""count"":1,""name"":""GitHub""},""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,0|i00bfo:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,21/Jul/26 12:00 AM,,"XS (1) ->  Characteristics:  Ultra-light task with zero complexity.  No dependencies.  Minimal risk; quick win. Examples: Text adjustments, minor UI tweaks, fixing a trivial bug // Up to 1-2 hour",1.0,,,,,,,,19564,HED-409,CP - General Section,In Progress,22/Jul/26 7:50 AM
Meetings,HED-1282,27377,Task,In Progress,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,21/Jul/26 11:23 AM,22/Jul/26 2:57 PM,,,31/Jul/26 12:00 AM,0,codeReview,meeting,,,,,"All meetings along this sprint
5min - 2hr



* 21 julio: bible part 2 - 1:05 h
* daily: 22 de jul: 1:10
* pr: android #45 22 de julio: 20m
* pr: back #133 22 de julio: 15m",,Nicolás Díaz,,,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,,,;22/Jul/26 12:13 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;3900,;22/Jul/26 12:13 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;4200,;22/Jul/26 2:57 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;1200,;22/Jul/26 2:57 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;300,;22/Jul/26 2:57 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;600,,,,0,10200,,,0,10200,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00bff:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,21/Jul/26 12:00 AM,,"S (2) -> Characteristics:  Simple task with a few steps involved.  Low effort and low risk. Examples: A basic endpoint, a small component update, adding validation. // 2–3 hours ",,,,,,,,,,,,In Progress,22/Jul/26 10:38 AM
Spike: Pulse vs XNLogger — Network Debugging Tool for Cordoba Portal iOS,HED-1258,27353,Task,READY FOR DEPLOYMENT,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,15/Jul/26 1:20 PM,22/Jul/26 1:19 PM,22/Jul/26 11:14 AM,,22/Jul/26 12:00 AM,0,cordobaPortal,Spike,,,,,"*Description*

Cordoba Portal iOS has no in-app tool to inspect network requests/responses (REST via Moya, GraphQL via Apollo), unlike creditorx-ios (already uses XNLogger) and both Android apps (native Android Studio Network Inspector). This spike investigates two candidates — *XNLogger* and *Pulse* — to decide which one to adopt for Cordoba Portal.

*Acceptance Criteria*

* -Comparison table of XNLogger vs Pulse: coverage (Moya/Apollo/WebSocket), console UX, log export/sharing, remote viewing, sensitive-data handling, integration effort, maintenance/license.-
* -Confirm chosen tool works with existing build-config gating (Debug/Local/Staging vs Release).-
* -Final recommendation with rationale — no implementation in this task.-

*Deliverables*

[https://hiredexperts.atlassian.net/wiki/x/AoClHw|https://hiredexperts.atlassian.net/wiki/x/AoClHw|smart-link] ",,Nicolás Díaz,,,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,,,,,,,,,,7200,7200,,0%,7200,7200,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00bfj:,,,Sprint 18 - CX ReLaunch,,,,,,,,,,,,21/Jul/26 12:00 AM,,"XS (1) ->  Characteristics:  Ultra-light task with zero complexity.  No dependencies.  Minimal risk; quick win. Examples: Text adjustments, minor UI tweaks, fixing a trivial bug // Up to 1-2 hour",1.0,,,,,,,,26992,HED-941,CP - IOS - Project Stabilization & Technical Alignment,In Progress,22/Jul/26 7:50 AM
CP - Review Terms of Service and Privacy Policy,HED-1160,27250,Task,BLOCKED,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,03/Jul/26 9:08 AM,22/Jul/26 8:39 AM,,,,0,cordobaPortal,,,,,,"*Description*

The onboarding ""agreement"" screen ({{ob-agreement}}, ""Read Agreement"") displays Terms of Service / Privacy Policy text that predates the current team taking over the project. This text is incomplete, with several placeholder fields never filled in. A more complete version of both documents was found in recovered project documentation, but those documents also have unfilled sections, and it hasn't been confirmed whether they are the approved, up-to-date source of truth.

Additionally, none of the three clients (web, iOS, Android) have a dedicated section where users can view these documents outside of the onboarding flow — it's the only place this content currently surfaces.

This needs to be clarified with the project stakeholder before any content or UI changes are made, since it's legal content shown directly to users.

[https://hiredexperts.atlassian.net/wiki/spaces/CL/pages/185926481/Terms+of+Service+and+Privacy+Policy|https://hiredexperts.atlassian.net/wiki/spaces/CL/pages/185926481/Terms+of+Service+and+Privacy+Policy|smart-link] 

[^CP - Privacy Policy (4.20.25)(60991092.2).doc] 

[^CP - Terms of Service (4.20.25)(60994211.2).doc] 

!CP - WEB - Agreement -  2026-07-15 at 11.58.02 AM.mov|width=320,alt=""CP - WEB - Agreement -  2026-07-15 at 11.58.02 AM.mov""!

*Acceptance Criteria*

* Confirm with the stakeholder whether the recovered documents are the real, approved source of truth (or obtain the correct current version).
* Define whether Terms of Service and Privacy Policy should have their own dedicated section in the apps, separate from onboarding.
* Define what content should populate the onboarding ""agreement"" screen going forward (completing the current text vs. replacing it with the approved documents).
* Document the decision so it can be used to plan the implementation work.

*Deliverables*

!image-20260715-171428.png|width=683,alt=""image-20260715-171428.png""!",,Nicolás Díaz,,,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,,,;15/Jul/26 12:15 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;3600,,,,,,,,0,3600,,,0,3600,,,,,,,,,,15/Jul/26 12:14 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;CP - Privacy Policy (4.20.25)(60991092.2).doc;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/17995,15/Jul/26 12:14 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;CP - Terms of Service (4.20.25)(60994211.2).doc;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/17992,15/Jul/26 12:14 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;CP - WEB - Agreement -  2026-07-15 at 11.58.02 AM.mov;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/17994,15/Jul/26 12:14 PM;ug:50bcf24e-3767-41ce-8a3c-5d78e3e203a2;image-20260715-171428.png;https://hiredexperts.atlassian.net/rest/api/3/attachment/content/17993,,,,,,,,,,{},,,,,,,,,,,,,0|i00fm7:0r,,,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,,,15/Jul/26 12:00 AM,,"M (3) ->  Characteristics:  Standard development task that requires focused work.  May include 1–2 dependencies or light analysis. Examples: A simple CRUD, moderate logic, integrating a service with straightforward behavior. // Around 5 hours",3.0,,,,,,,,,,,In Progress,15/Jul/26 12:09 PM
CX - Test push notifications on physical iPhone,HED-1032,27084,Task,BLOCKED,HED,Hired Experts Dev,software,Guillermo Malagón,712020:313307ce-3202-4da7-b5a3-adcbee32f188,,Medium,,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,12/Jun/26 9:48 AM,22/Jul/26 12:26 PM,10/Jul/26 11:14 AM,,,0,creditorx,xcode,,,,,"*Description*
Collaborate with Diana to investigate and validate how to test push notifications on a physical iPhone. Set up and run the CreditorX iOS app on the device, confirm the required configuration, and verify that push notifications are received correctly.

*Acceptance Criteria*

* Requirements to run CreditorX on a physical iPhone identified
* CreditorX app installed and running on the iPhone
* Push notification testing approach defined and executed
* Push notification behavior validated or issues documented",,Nicolás Díaz,,,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,,,,,,,,,,,,,,,,,,,,HED-1304,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00fm7:0i,,,Sprint 15 - CX fbk CP fbk,Sprint 16 - CX F/I CP fbk,Sprint 17 - CX Launch v2,Sprint 18 - CX ReLaunch,,,,,,,,,12/Jun/26 12:00 AM,,"XS (1) ->  Characteristics:  Ultra-light task with zero complexity.  No dependencies.  Minimal risk; quick win. Examples: Text adjustments, minor UI tweaks, fixing a trivial bug // Up to 1-2 hour",1.0,,,,,,,,,,,In Progress,12/Jun/26 9:49 AM
